"category","region","graduation","experience_text","job_salary","job_id"
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1143415
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1143388
"Строительство, благоустройство","АЛМАТИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",80000,1143365
"Строительство, благоустройство","АКТЮБИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",50000,1143359
"Строительство, благоустройство","АСТАНА","послесреднее","Без опыта",108000,1143355
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1143353
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",45000,1143315
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",60000,1143290
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1143288
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","Без опыта",102000,1143287
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1143192
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1143128
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","основное среднее (с 1 по 9 класс)","Без опыта",85000,1143057
"Строительство, благоустройство","АКТЮБИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",50000,1142987
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1142942
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",80000,1142931
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","до 3 лет",120000,1142929
"Строительство, благоустройство","Республика Казахстан","послесреднее","Без опыта",60000,1142917
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1142909
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1142896
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1142884
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",60000,1142863
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1142779
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",85000,1142707
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",80000,1142646
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",90000,1142642
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",110000,1142621
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",150000,1142506
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1142488
"Строительство, благоустройство","АСТАНА","послесреднее","Без опыта",100000,1142486
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1142477
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",75000,1142465
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",45000,1142451
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",103000,1142326
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",80000,1142282
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1142276
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","Без опыта",60000,1142250
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",45000,1142214
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",93500,1142210
"Строительство, благоустройство","АЛМАТИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1142179
"Строительство, благоустройство","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",110000,1142142
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1142134
"Строительство, благоустройство","АЛМАТИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","3-5 лет",160000,1142090
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",70000,1142011
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",72600,1141992
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",120000,1141855
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",55000,1141842
"Строительство, благоустройство","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1141824
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1141820
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","до 3 лет",120000,1141795
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",50000,1141765
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",70000,1141733
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1141500
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1141383
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",49729,1141336
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",90000,1141335
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",50259,1141310
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",64000,1141214
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",71500,1141174
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1141096
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","до 3 лет",230000,1141073
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",90000,1141063
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1141004
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1140992
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1140977
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1140969
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1140960
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","Без опыта",60000,1140772
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",190000,1140749
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",90000,1140744
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1140668
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",50000,1140656
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",100000,1140649
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",100000,1140646
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",110000,1140639
"Строительство, благоустройство","АСТАНА","техническое и профессиональное","до 3 лет",230000,1140608
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",55000,1140526
"Строительство, благоустройство","АЛМАТИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1140460
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1140341
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",63000,1140325
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",42500,1140289
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",60000,1140260
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1140241
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1140228
"Строительство, благоустройство","АСТАНА","послесреднее","до 3 лет",120000,1140188
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1139807
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1139794
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",75402,1139776
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1139454
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",110000,1139273
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",280000,1139259
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",99000,1139246
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",43000,1139184
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","Без опыта",76000,1139176
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",84800,1139165
"Строительство, благоустройство","АСТАНА","послесреднее","до 3 лет",81000,1139164
"Строительство, благоустройство","АСТАНА","техническое и профессиональное","до 3 лет",76000,1139092
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","Без опыта",70000,1139083
"Строительство, благоустройство","АСТАНА","послесреднее","Без опыта",81000,1139074
"Строительство, благоустройство","г. АЛМАТЫ","техническое и профессиональное","до 3 лет",87000,1139067
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1139063
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",66300,1139060
"Строительство, благоустройство","г. АЛМАТЫ","техническое и профессиональное","до 3 лет",162000,1139059
"Строительство, благоустройство","ЖАМБЫЛСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1138990
"Строительство, благоустройство","г. АЛМАТЫ","техническое и профессиональное","до 3 лет",87000,1138983
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",90000,1138894
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",52700,1138863
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1138701
"Строительство, благоустройство","АСТАНА","послесреднее","Без опыта",150000,1138670
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",74000,1138604
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","до 3 лет",200000,1138579
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","до 3 лет",200000,1138578
"Строительство, благоустройство","АСТАНА","послесреднее","до 3 лет",80000,1138542
"Строительство, благоустройство","АСТАНА","техническое и профессиональное","до 3 лет",200000,1138536
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1138307
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1138232
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",100000,1137875
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1137818
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",80000,1137799
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","основное среднее (с 1 по 9 класс)","Без опыта",42500,1137776
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",120000,1137590
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",90000,1137584
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",120000,1137548
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137396
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",100000,1137367
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",52700,1137050
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",80000,1136948
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",51144,1136896
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","основное среднее (с 1 по 9 класс)","Без опыта",60000,1136816
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",80000,1136788
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",50000,1136723
"Строительство, благоустройство","АСТАНА","общее среднее (с 1 по 11/12 классы)","Без опыта",140000,1136635
"Строительство, благоустройство","АСТАНА","техническое и профессиональное","до 3 лет",130000,1136613
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1136538
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1136489
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","основное среднее (с 1 по 9 класс)","Без опыта",70000,1136342
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",50000,1136230
"Строительство, благоустройство","ПАВЛОДАРСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",45000,1136205
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",50000,1136157
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",50000,1136114
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",80000,1136075
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",85000,1136065
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",80000,1136062
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1136061
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1136050
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",85000,1136048
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1136041
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1136020
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",55000,1136018
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1136002
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1135990
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1135979
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1135971
"Строительство, благоустройство","г. ШЫМКЕНТ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1135969
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1014346
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1010554
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,908568
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,885044
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","до 3 лет",55000,875533
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,805226
"Строительство, благоустройство",NA,"общее среднее (с 1 по 11/12 классы)","Без опыта",42500,753650
"Строительство, благоустройство","Республика Казахстан","послесреднее","Без опыта",75000,658375
"Строительство, благоустройство","Республика Казахстан","общее среднее (с 1 по 11/12 классы)","Без опыта",65000,398848
"Строительство, благоустройство","АЛМАТИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",40000,220353
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1166229
"Строительство, благоустройство","г. ШЫМКЕНТ","послесреднее","Без опыта",85000,1166190
"Строительство, благоустройство","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",60000,1166164
"Строительство, благоустройство","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",60000,1166158
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1166107
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1166105
"Строительство, благоустройство","г. ШЫМКЕНТ","техническое и профессиональное","до 3 лет",80000,1166055
"Строительство, благоустройство","АСТАНА","высшее","до 3 лет",250000,1166048
"Строительство, благоустройство","АСТАНА","послесреднее","до 3 лет",200000,1166015
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",100000,1166007
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1166004
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",130000,1165931
"Строительство, благоустройство","АСТАНА","высшее","3-5 лет",300000,1165889
"Строительство, благоустройство","г. АЛМАТЫ","послесреднее","до 3 лет",85000,1165873
"Строительство, благоустройство","г. АЛМАТЫ","послесреднее","до 3 лет",85000,1165860
"Строительство, благоустройство","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",50000,1165814
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",100000,1165805
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165803
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165794
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165736
"Строительство, благоустройство","АЛМАТИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1165728
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",50000,1165717
"Строительство, благоустройство","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165694
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",200000,1165665
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1165652
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1165634
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","высшее","3-5 лет",150000,1165596
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165594
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",150000,1165575
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165568
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",150000,1165561
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165551
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165504
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1165501
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1165490
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165484
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165441
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165415
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165341
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1165066
"Строительство, благоустройство","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",80000,1165051
"Строительство, благоустройство","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",70000,1165050
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",50000,1164980
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",150000,1164917
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",150000,1164912
"Строительство, благоустройство","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",85000,1164822
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",200000,1164819
"Строительство, благоустройство","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1164716
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",94000,1164705
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1164675
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1164649
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",85000,1164622
"Строительство, благоустройство","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",120000,1164607
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",90000,1164562
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",85000,1164549
"Строительство, благоустройство","АТЫРАУСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",85000,1164539
"Строительство, благоустройство","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",85000,1164339
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1164323
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1164319
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","до 3 лет",85000,1164289
"Строительство, благоустройство","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","до 3 лет",85000,1164271
"Строительство, благоустройство","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",42500,1164221
